From,Subject,Body,X-FileName,IsPhishing
customerservihc@comfedbank.com,Comfed Bank Online Updabc,"{'003399': 2, '15': 1, '2005': 2, '92051208': 1, 'access': 2, 'account': 1, 'arial': 1, 'assigned': 1, 'bank': 6, 'banking': 1, 'br': 14, 'color': 2, 'com': 1, 'comfedbank': 1, 'commercial': 7, 'contact': 3, 'copyright': 1, 'customer': 3, 'ddfl': 1, 'deactivated': 2, 'dear': 1, 'deleted': 2, 'div': 32, 'document': 1, 'em': 2, 'equal': 1, 'expiration': 1, 'face': 1, 'fdic': 1, 'federal': 6, 'font': 6, 'furryscurry': 1, 'gif': 1, 'housing': 1, 'href': 1, 'htm': 1, 'http': 2, 'img': 1, 'immediately': 1, 'important': 1, 'index': 1, 'information': 1, 'inquiries': 1, 'jasin': 1, 'kr': 1, 'lender': 1, 'listed': 2, 'logos': 1, 'member': 1, 'message': 1, 'nbnrdk': 1, 'nbsp': 54, 'notification': 1, 'notifications': 1, 'ns': 1, 'october': 1, 'official': 1, 'onclick': 1, 'onfiltered': 1, 'online': 3, 'org': 1, 'payment': 1, 'previous': 1, 'primary': 1, 'reference': 1, 'renew': 2, 'renewed': 1, 'reply': 1, 'reserved': 1, 'return': 2, 'rights': 1, 'sent': 1, 'service': 4, 'showlinkwarning': 2, 'size': 1, 'src': 1, 'support': 2, 'thank': 1, 'www': 1}",None,1
eBay <supprefnum8236@ebay.com>,"eBay Alert: Unauthorized Login Attempts [Tue, 04 Oct 2005 23:56:40 +0200]",None,None,1
Deutsche Bank <security@deutsche-bank.de>,Deutsche Bank,"{'antwort': 1, 'anwendungssystem': 1, 'aufgebaut': 1, 'aufstellung': 1, 'auszufullen': 1, 'autorisation': 1, 'bank': 2, 'bankkonten': 2, 'behandelt': 1, 'bekommt': 1, 'betrugereiversuche': 1, 'bewahrt': 1, 'bis': 1, 'bitten': 1, 'blockiert': 1, 'das': 6, 'dass': 1, 'dem': 1, 'den': 5, 'der': 6, 'deswegen': 1, 'deutsche': 1, 'die': 8, 'diebstahl': 1, 'diese': 1, 'ein': 1, 'eine': 2, 'einsatzbereit': 1, 'einschatzen': 1, 'elektronisches': 1, 'entwickelt': 1, 'form': 1, 'fur': 2, 'ganz': 1, 'geehrter': 1, 'geheimfrage': 1, 'geldmittel': 1, 'gemacht': 1, 'gestellt': 1, 'geworden': 1, 'haben': 4, 'hat': 1, 'haufiger': 1, 'hoffen': 1, 'immer': 2, 'interessen': 1, 'ist': 1, 'jeden': 1, 'keine': 1, 'klarung': 1, 'klienten': 1, 'konnen': 1, 'konten': 1, 'konto': 1, 'kunde': 1, 'kunden': 1, 'lassen': 1, 'laufen': 1, 'laufende': 1, 'letzten': 1, 'liste': 1, 'merkmalen': 1, 'methoden': 1, 'ndanke': 1, 'ndeutsche': 1, 'ndie': 1, 'neue': 1, 'neues': 2, 'ngegenwartig': 1, 'nicht': 1, 'nin': 1, 'nwir': 3, 'operation': 1, 'praktisch': 1, 'richtig': 2, 'scheint': 1, 'schutzart': 1, 'schwindler': 1, 'sehr': 2, 'sich': 1, 'sicherheit': 1, 'sicherheitssystem': 2, 'sicherung': 1, 'sie': 3, 'somit': 1, 'sorgfaltig': 1, 'sorgt': 1, 'stehlen': 1, 'tan': 1, 'transaktion': 2, 'um': 1, 'umgehen': 1, 'umstande': 1, 'und': 2, 'uns': 1, 'unsauber': 1, 'unser': 1, 'unseren': 2, 'verdachtigen': 1, 'verhindert': 1, 'verstanden': 1, 'von': 7, 'werden': 2, 'wie': 1, 'wieder': 1, 'wir': 1, 'wird': 1, 'wurden': 1, 'zeit': 1, 'zu': 3, 'zugang': 1, 'zur': 2, 'zusammenarbeit': 1, 'zusatzlichen': 1}",None,1
Deutsche Bank <security@deutsche-bank.de>,Deutsche Bank,"{'antwort': 1, 'anwendungssystem': 1, 'aufgebaut': 1, 'aufstellung': 1, 'auszufullen': 1, 'autorisation': 1, 'bank': 2, 'bankkonten': 2, 'behandelt': 1, 'bekommt': 1, 'betrugereiversuche': 1, 'bewahrt': 1, 'bis': 1, 'bitten': 1, 'blockiert': 1, 'das': 6, 'dass': 1, 'dem': 1, 'den': 5, 'der': 6, 'deswegen': 1, 'deutsche': 1, 'die': 8, 'diebstahl': 1, 'diese': 1, 'ein': 1, 'eine': 2, 'einsatzbereit': 1, 'einschatzen': 1, 'elektronisches': 1, 'entwickelt': 1, 'form': 1, 'fur': 2, 'ganz': 1, 'geehrter': 1, 'geheimfrage': 1, 'geldmittel': 1, 'gemacht': 1, 'gestellt': 1, 'geworden': 1, 'haben': 4, 'hat': 1, 'haufiger': 1, 'hoffen': 1, 'immer': 2, 'interessen': 1, 'ist': 1, 'jeden': 1, 'keine': 1, 'klarung': 1, 'klienten': 1, 'konnen': 1, 'konten': 1, 'konto': 1, 'kunde': 1, 'kunden': 1, 'lassen': 1, 'laufen': 1, 'laufende': 1, 'letzten': 1, 'liste': 1, 'merkmalen': 1, 'methoden': 1, 'ndanke': 1, 'ndeutsche': 1, 'ndie': 1, 'neue': 1, 'neues': 2, 'ngegenwartig': 1, 'nicht': 1, 'nin': 1, 'nwir': 3, 'operation': 1, 'praktisch': 1, 'richtig': 2, 'scheint': 1, 'schutzart': 1, 'schwindler': 1, 'sehr': 2, 'sich': 1, 'sicherheit': 1, 'sicherheitssystem': 2, 'sicherung': 1, 'sie': 3, 'somit': 1, 'sorgfaltig': 1, 'sorgt': 1, 'stehlen': 1, 'tan': 1, 'transaktion': 2, 'um': 1, 'umgehen': 1, 'umstande': 1, 'und': 2, 'uns': 1, 'unsauber': 1, 'unser': 1, 'unseren': 2, 'verdachtigen': 1, 'verhindert': 1, 'verstanden': 1, 'von': 7, 'werden': 2, 'wie': 1, 'wieder': 1, 'wir': 1, 'wird': 1, 'wurden': 1, 'zeit': 1, 'zu': 3, 'zugang': 1, 'zur': 2, 'zusammenarbeit': 1, 'zusatzlichen': 1}",None,1
Service Wells Fargo <service@wellsfargo.com>,You Must Update Your Account Information,None,None,1
"""service@amazon.com"" <service@amazon.com>",Reactivate Your Account!,None,None,1
Paypal <service@paypal.com>,Your Paypal Account.,None,None,1
hiroyuki erv <517marie@postbank.de>,INTERNET KONTO >>> Deutsche Postbank,None,None,1
customercare@colonialbank.com,COLONIAL BANK NOTICE,None,None,1
Service Wells Fargo <service@wellsfargo.com>,Please Restore Your Account Access,None,None,1
huntington giorgio <99hayden@postbank.de>,INTERNET KONTO >>> Deutsche Postbank,None,None,1
Chase Online Banking <profile@chase.com>,Password Change Required,None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",Security Alert - eBay Billing Informations Update ,None,None,1
eBay Customer Support <info@ebay.com>,Update Notification,None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",TKO Notice: ***Urgent Safeharbor Department Notice*** ,None,None,1
Support <Customer.Service@wellsfargo.com>,Account Update,None,None,1
bancroft haskell <027elmira@postbank.de>,INTERNET KONTO >>> Deutsche Postbank,None,None,1
Sky Bank <support@sky-bank.com>,Dear Members Sky Bank Please Verify Acconts !,None,None,1
eBay Inc <support_refnum_487239@ebay.com>,eBay: please confirm your information,None,None,1
bennett cedric <69hok@postbank.de>,INTERNET KONTO >>> Deutsche Postbank,None,None,1
Wellsfargo Online Service <Customer.Service@wellsfargo.com>,Urgent Account Update,None,None,1
Barclays Bank <notices@barclays.co.uk>,Barclayes Bank - Update (Action required),None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",Urgent Safehsrbor departament notice,None,None,1
Support Team <services@paypal.com>,Account Update,None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",Urgent Safehsrbor departament notice ,None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",Urgent Safehsrbor departament notice,None,None,1
Wells Fargo Bank Online <manegement@wellsfargo.com>,Update Your Wells Fargo Account !,None,None,1
Wells Fargo Bank <customerservice@wellsfargo.com>,Important Account Update,None,None,1
PayPal Customer Support <service@paypal.com>,IMPORTANT: Verify Your PayPal Account,None,None,1
"""support@paypal.com"" <support@paypal.com>",PayPal - Check your account,None,None,1
Bank of Oklahoma Security Service <confirm@bok.com>,WARNING: CONFIRM YOUR ONLINE BANKING RECORDS,None,None,1
service@paypal.com,Your PayPal Account may be at risk ,None,None,1
eBay <support_num_70008229772593@ebay.com>,Urgent security notification,None,None,1
eBay <accounts@ebay.com>,eBay Inc: Important Notification,None,None,1
"""eBay Member: jell"" <aw-confirm@ebay.com>",Question from eBay Member,None,None,1
Service Wells Fargo <service@WellsFargo.com>,Please Update Your Account Access,None,None,1
eBay <support_ref_033647336@ebay.com>,Customer notice: your eBay account,None,None,1
PayPal <support@paypal.com>,Please Verify Account !,None,None,1
PayPal <support@paypal.com>,Please Verify Account !,None,None,1
paypal services <services@paypal.com>,Restore Your Account,None,None,1
"""service@paypal.com"" <service@paypal.com>",Notification of Limited Account Access (Routing Code: C840-L001-Q190-T1812),None,None,1
Bank of Oklahoma Security Service <confirm@bankofoklahoma.com>,WARNING : Confirm your Online Oklahoma Bank Account Records,None,None,1
update@paypal.com,Notification of PayPal Limited Account Access,"{'10': 1, '2005': 1, '_home': 1, 'account': 6, 'added': 1, 'appreciate': 1, 'ask': 1, 'assistance': 2, 'attention': 1, 'choose': 1, 'click': 1, 'cmd': 1, 'com': 2, 'come': 1, 'commitment': 1, 'continue': 2, 'continuing': 1, 'cooperation': 1, 'corner': 1, 'cost': 1, 'effective': 1, 'email': 3, 'employees': 1, 'enter': 1, 'experience': 1, 'failure': 1, 'following': 1, 'fraud': 2, 'fraudulent': 1, 'future': 1, 'help': 1, 'helps': 1, 'http': 1, 'https': 1, 'id': 1, 'including': 1, 'info': 1, 'information': 2, 'instance': 1, 'interrupted': 1, 'link': 2, 'located': 1, 'log': 1, 'mailbox': 1, 'make': 1, 'minutes': 1, 'monitored': 1, 'needs': 1, 'new': 1, 'normal': 1, 'november': 1, 'offer': 1, 'online': 2, 'page': 1, 'password': 4, 'payment': 1, 'paypal': 13, 'personal': 1, 'pp295': 1, 'problems': 1, 'protect': 3, 'protecting': 1, 'provide': 1, 'receive': 1, 'records': 5, 'reduce': 1, 'reply': 1, 'response': 1, 'result': 1, 'review': 1, 'right': 1, 'run': 1, 'secure': 1, 'securities': 1, 'security': 2, 'securitytips': 1, 'service': 2, 'session': 1, 'sincerely': 1, 'statement': 1, 'sure': 1, 'suspension': 1, 'team': 1, 'tips': 1, 'update': 4, 'updated': 2, 'webscr': 1, 'website': 1, 'websites': 1, 'www': 2}",None,1
eBay Service Center <aw-confirm@ebay.com>,"Change Email Notice [Thu, 02 Nov 2005] ",None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@eBay.com>",Please Verify Your eBay Identity,None,None,1
suppovj@eBay.com,eBay Security Validation - Update Account Notizc,"{'10': 1, '10th': 1, '_self': 1, 'account': 2, 'attention': 1, 'aw': 1, 'billing': 2, 'br': 21, 'cancellation': 1, 'cgi': 1, 'cgi1': 1, 'click': 1, 'com': 1, 'come': 1, 'community': 1, 'continue': 1, 'dear': 1, 'dll': 2, 'ebay': 7, 'ebayisapi': 2, 'experience': 1, 'expo93': 1, 'failure': 2, 'future': 2, 'href': 1, 'html': 3, 'http': 2, 'index': 1, 'informations': 1, 'interrupted': 1, 'knsexp': 1, 'kr': 1, 'member': 1, 'minutes': 1, 'normal': 1, 'november': 1, 'online': 2, 'order': 1, 'personal': 1, 'problems': 2, 'records': 5, 'regards': 1, 'result': 2, 'run': 1, 'service': 3, 'session': 1, 'suspension': 1, 'target': 1, 'terms': 1, 'thank': 1, 'tos': 1, 'update': 7, 'updated': 1, 'using': 1, 'violations': 1, 'ws': 1}",None,1
Peoples Bank <support@peoples.com>,Attn: Account Lock Out - Unlock your Account Access,None,None,1
Amazon <service@amazon.com>,Revision to Your Amazon.com Information ,None,None,1
"""service@paypal.com"" <service@paypal.com>",Notification of Limited Account,None,None,1
eBay <security@eBay.com>,Fraud ALERT,None,None,1
checkout@ebay.com,"I will be sending payment of US $25.76 shortly for eBay item #6069508933, (1B+1C) HP 3820 V40 940c 5110 PSC 750 950 INK CARTRIDGE",None,None,1
Peoples Bank <support@peoples.com>,Attn: Account Lock Out - Unlock your Account Access,None,None,1
Sky Bank Security Department <support@skyfi.com>,Confirm your Online Sky Banking records,None,None,1
eBay <support_id_715520380363@ebay.com>,"eBay Inc: 0fficial Information [Sun, 13 Nov 2005 01:59:49 +0600]",None,None,1
"""update@amazon.com"" <update@amazon.com>",Please Update Your Amazon Account !,None,None,1
account@paypal.com,New email address added to your account !,None,None,1
PayPal <Service@Paypal.com>,Account Review.PayPal Team identified some unusual activity in your account,None,None,1
Wells Fargo <service@wellsfargo.com>,You Must Update Your Account Information,None,None,1
"""service@afbank.com"" <service@afbank.com>",Notification of Limited Account Access(Routing Code:4C840-L001-Q190-T1836),None,None,1
service@paypal.com,PayPal Account Suspension Notice - PayPal Account Limited,None,None,1
service@paypal.com,PayPal Account Suspension Notice - PayPal Account Limited,None,None,1
eBay <aw-confirm@eBay.com>,eBay Notification,None,None,1
Wellsfargo Billing Department <Billing@wellsfargo.com>,Credit/Debit Card Update,None,None,1
Wellsfargo Billing Department <Billing@wellsfargo.com>,Credit/Debit Card Update,None,None,1
service@paypal.com,PayPal Account Suspension Notice - PayPal Account Limited,None,None,1
Customer Service <Service@paypal.com>,Paypal Account Update,None,None,1
"""secure@paypal.com"" <paypal@email.paypal.com>",Get Important Reminders with PayPal� Alerts,None,None,1
PayPal Security Service <service@paypal.com>,Notification of Limited Account Access (Routing Code: C840-L1111-Q110-1113),None,None,1
contact@amazon.com,Private Message From Amazon Accounts Management !!!,None,None,1
PayPal <service@paypal.com>,CONSUMER ALERT : Protect Yourself Against Financial Fraud !,None,None,1
PayPal Security Center <tp-verify@paypal.com>,PayPal Accounts Management,None,None,1
PayPal <service@paypal.com>,Message from Billing Department,None,None,1
PayPal <service@paypal.com>,Notification of Limited Account Access(Routing Code: C840-L001-Q190-T1812),None,None,1
"""PayPal Inc."" <service@paypal.com>",Please Restore Your Account Access,None,None,1
eBay Inc <support_id_733346400543@ebay.com>,Banking mail from eBay Inc,None,None,1
eBay Inc <custservice_ref_96065891136@ebay.com>,eBay: Urgent Notification From Billing Department,None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",Security issues,None,None,1
eBay <support_id_653337798@ebay.com>,"URGENT SECURITY NOTIFICATION [Thu, 29 Dec 2005 13:10:04 +0300]",None,None,1
eBay <support_num_032@ebay.com>,"Important Fraud Alert From eBay Inc [Fri, 06 Jan 2006 01:06:53 +0500]",None,None,1
Central Bank <account.access@centralbank.net>,Official Notification From Central Bank,None,None,1
"""CustomerSuportForm@CUNA.org"" <CustomerSuportForm@CUNA.org>",Accounts maintenance and verifications,None,None,1
eBay <custservice_ref_400760@ebay.com>,IMPORTANT BANK MAIL FROM EBAY,None,None,1
eBay Security Department <account.access@eBay.com>,eBay TKO NOTICE : Your account could be suspended,None,None,1
Central Bank <custom.service@centralbank.net>,Central Bank - banking@home e-statements and Online Bill Pay deactivation,None,None,1
Central Bank <custom.service@centralbank.net>,Central Bank - banking@home e-statements and Online Bill Pay deactivation,None,None,1
C U N A <service@cuna.org>,Protect the security of your online account. ,None,None,1
PayPal <service@paypal.com>,Your PayPal Account Information,None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",Question from ebay member,None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",Question From eBay Member,None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",Question From eBay Member,None,None,1
eBay Inc <custservice_7114067258924@ebay.com>,Please Confirm Your eBay Internet Banking Identity,None,None,1
"""member@ebay.com"" <member@ebay.com>",Message from eBay Member,None,None,1
PayPal <aw-confirm@paypal.com>,Account compromised: billing information moved or changed,None,None,1
"""Barclays Bank PLC."" <Online@barclays.co.uk>",-Notice- Update Your Information,None,None,1
Ohio Savings Bank <onlinebanking@ohiosavings.com>,Official Notification From Ohio Savings Bank - Online Banking,None,None,1
"""PayPal Inc."" <service@paypal.com>",Please Restore Your Account Access,None,None,1
"""PayPal Inc."" <service@paypal.com>",Please Restore Your Account Access,None,None,1
VISA Service <VisaService@visa.com>,Attention! Several VISA Credit Card bases have been LOST!,None,None,1
eBay <member@ebay.com>,Question about Item -- Respond Now,None,None,1
eBay Inc <support_id_3664549@ebay.com>,"Important Account Notice [Tue, 24 Jan 2006 04:17:15 +0100]",None,None,1
"""update@paypal.com"" <update@paypal.com>",Update notice,None,None,1
N C U A <acc-validity@ncua.gov>,Letter to Credit Unions Regulatory Alert ,None,None,1
Paypal inc <service@paypal.com>,Your account has been Limited,None,None,1
"""PayPal� Inc."" <admin@paypal.com>",PayPal� Confirm Message !,None,None,1
eBay Inc <support_id_3978046082@ebay.com>,EBAY: CLIENT'S DATA VERIFICATION,None,None,1
eBay <member@ebay.com>,Question from eBay member -- Respond Now,None,None,1
Pulse-EFT <aw-service@pulse-eft.com>,Security Measures,"{'2005': 1, '2006': 1, '30': 1, '320': 1, '3334': 1, '410': 1, 'ability': 1, 'access': 7, 'accessed': 1, 'account': 9, 'accounts': 1, 'apologize': 1, 'automatically': 1, 'banking': 1, 'case': 1, 'checklist': 1, 'collect': 1, 'complete': 1, 'concern': 1, 'confidential': 2, 'confirm': 1, 'constantly': 1, 'contact': 1, 'customer': 1, 'eft': 4, 'ensure': 2, 'entrusted': 1, 'exceptional': 1, 'features': 2, 'following': 1, 'heart': 1, 'help': 1, 'id': 1, 'identity': 1, 'important': 1, 'inconvenience': 2, 'information': 5, 'items': 1, 'like': 2, 'limitation': 1, 'limitations': 1, 'limited': 4, 'manner': 1, 'nappropriate': 1, 'nat': 1, 'nbecause': 1, 'ncompleting': 1, 'ncopyright': 1, 'need': 1, 'nis': 1, 'njan': 1, 'nonpublic': 1, 'npulse': 1, 'ntemporary': 1, 'nthis': 1, 'nto': 1, 'nuntil': 1, 'nwe': 2, 'nwhy': 1, 'nyour': 1, 'online': 1, 'party': 1, 'peft': 1, 'personal': 2, 'possible': 1, 'primary': 1, 'protecting': 1, 'protection': 1, 'provide': 3, 'pulse': 3, 'reason': 2, 'recently': 1, 'regularly': 1, 'remove': 1, 'reserved': 1, 'responsibilities': 1, 'responsible': 1, 'restore': 4, 'reviewed': 1, 'rights': 1, 'safekeeping': 1, 'screening': 1, 'secure': 1, 'security': 2, 'sensitive': 2, 'service': 2, 'soon': 1, 'steps': 1, 'unauthorized': 1, 'understand': 2, 'use': 1, 'using': 1, 'working': 1, 'xa9': 1}",None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",Question From eBay Member,None,None,1
eBay Security Center <accounts@ebayus.com>,Notification of Limited Account Access (Routing Code:4C843-L001-Q190-F1936),None,None,1
VISA Service <VisaService@visa.com>,Attention! Several VISA Credit Card bases have been LOST!,None,None,1
eBay <member@ebay.com>,Question for item #583224698 - New Sony Vaio 2.2 centrino !!,None,None,1
